"","X","ST_CASE","VEH_NO","PER_NO","DRUGSPECNAME","DRUGRESNAME","RACENAME","MAKENAME","SEAT_POSNAME","BODY_TYPNAME","MOD_YEARNAME","AIR_BAGNAME","VIOLATIONNAME","DRIMPAIRNAME","DRDISTRACTNAME","STATENAME","COUNTYNAME","CITYNAME","MONTHNAME","YEAR","DAY_WEEKNAME","HOURNAME","ROUTENAME","RUR_URBNAME","RD_OWNERNAME","LATITUDE","LONGITUDE","TYP_INTNAME","WEATHERNAME","FATALS","DRUNK_DR"
"64144",64144,370158,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","White","Harley-Davidson","Front Seat, Left Side","Two Wheel Motorcycle (excluding motor scooters)","2017","Not Deployed","None","Reported as Unknown if Impaired","Not Reported","North Carolina","LINCOLN (109)","LINCOLNTON","February",2020,"Saturday","11:00pm-11:59pm","Other","Urban","State Highway Agency",35.48393,-81.20647,"Not an Intersection","Clear",1,1
"64145",64145,370158,2,2,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Ford","Front Seat, Right Side","Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")","2013","Deployed- Combination","None","None/Apparently Normal","Not Reported","North Carolina","LINCOLN (109)","LINCOLNTON","February",2020,"Saturday","11:00pm-11:59pm","Other","Urban","State Highway Agency",35.48393,-81.20647,"Not an Intersection","Clear",1,1
"64146",64146,370158,2,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Ford","Front Seat, Left Side","Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")","2013","Deployed- Combination","None","None/Apparently Normal","Not Reported","North Carolina","LINCOLN (109)","LINCOLNTON","February",2020,"Saturday","11:00pm-11:59pm","Other","Urban","State Highway Agency",35.48393,-81.20647,"Not an Intersection","Clear",1,1
"64147",64147,370159,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","White","Chevrolet","Front Seat, Left Side","Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")","2006","Not Deployed","None","None/Apparently Normal","Inattention (Inattentive), Details Unknown","North Carolina","MACON (113)","NOT APPLICABLE","February",2020,"Saturday","10:00pm-10:59pm","Other","Rural","State Highway Agency",35.17588,-83.34953,"Not an Intersection","Clear",1,0
"64148",64148,370160,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Jeep / Kaiser-Jeep / Willys- Jeep","Front Seat, Left Side","Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")","2016","Deployment- Unknown Location","None","None/Apparently Normal","Not Reported","North Carolina","MCDOWELL (111)","NOT APPLICABLE","February",2020,"Sunday","10:00am-10:59am","Other","Rural","State Highway Agency",35.69031,-81.9288,"Not an Intersection","Clear",1,0
"64149",64149,370160,2,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","White","Chevrolet","Front Seat, Left Side","3-door/2-door hatchback","1997","Deployment- Unknown Location","None","Reported as Unknown if Impaired","Not Reported","North Carolina","MCDOWELL (111)","NOT APPLICABLE","February",2020,"Sunday","10:00am-10:59am","Other","Rural","State Highway Agency",35.69031,-81.9288,"Not an Intersection","Clear",1,0
"64150",64150,370161,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","White","Subaru","Front Seat, Left Side","Station Wagon (excluding van and truck based)","2017","Deployed- Combination","None","None/Apparently Normal","Not Reported","North Carolina","MCDOWELL (111)","NOT APPLICABLE","February",2020,"Thursday","8:00pm-8:59pm","U.S. Highway","Rural","State Highway Agency",35.67727,-82.02338,"Not an Intersection","Rain",2,0
"64151",64151,370161,2,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","White","Honda","Front Seat, Left Side","4-door sedan, hardtop","2019","Deployed- Combination","None","None/Apparently Normal","Not Reported","North Carolina","MCDOWELL (111)","NOT APPLICABLE","February",2020,"Thursday","8:00pm-8:59pm","U.S. Highway","Rural","State Highway Agency",35.67727,-82.02338,"Not an Intersection","Rain",2,0
"64152",64152,370162,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","BMW","Front Seat, Left Side","4-door sedan, hardtop","2014","Deployed- Combination","None","Reported as Unknown if Impaired","Not Reported","North Carolina","MECKLENBURG (119)","CHARLOTTE","February",2020,"Tuesday","1:00pm-1:59pm","State Highway","Urban","State Highway Agency",35.25279,-80.73656,"Not an Intersection","Clear",1,0
"64153",64153,370162,1,2,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Other Race","BMW","Second Seat, Left Side","4-door sedan, hardtop","2014","Deployment- Unknown Location","None","Reported as Unknown if Impaired","Not Reported","North Carolina","MECKLENBURG (119)","CHARLOTTE","February",2020,"Tuesday","1:00pm-1:59pm","State Highway","Urban","State Highway Agency",35.25279,-80.73656,"Not an Intersection","Clear",1,0
"64154",64154,370162,2,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Honda","Front Seat, Left Side","4-door sedan, hardtop","2013","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","MECKLENBURG (119)","CHARLOTTE","February",2020,"Tuesday","1:00pm-1:59pm","State Highway","Urban","State Highway Agency",35.25279,-80.73656,"Not an Intersection","Clear",1,0
"64155",64155,370162,3,2,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Nissan/Datsun","Second Seat, Left Side","Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")","2017","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","MECKLENBURG (119)","CHARLOTTE","February",2020,"Tuesday","1:00pm-1:59pm","State Highway","Urban","State Highway Agency",35.25279,-80.73656,"Not an Intersection","Clear",1,0
"64156",64156,370162,3,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Nissan/Datsun","Front Seat, Left Side","Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")","2017","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","MECKLENBURG (119)","CHARLOTTE","February",2020,"Tuesday","1:00pm-1:59pm","State Highway","Urban","State Highway Agency",35.25279,-80.73656,"Not an Intersection","Clear",1,0
"64157",64157,370163,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Not Reported","Front Seat, Left Side","Not Reported","Not Reported","Reported as Deployment Unknown","None","Not Reported","Not Reported","North Carolina","MECKLENBURG (119)","CHARLOTTE","February",2020,"Saturday","9:00pm-9:59pm","Other","Urban","Not Reported",35.24428,-80.79339,"Not an Intersection","Clear",1,0
"64158",64158,370164,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Hyundai","Front Seat, Left Side","Station Wagon (excluding van and truck based)","2010","Not Deployed","Serious violation resulting in death","Ill, Blackout","Not Reported","North Carolina","MECKLENBURG (119)","CHARLOTTE","February",2020,"Wednesday","8:00am-8:59am","State Highway","Urban","State Highway Agency",35.147,-80.92628,"Not an Intersection","Rain",1,1
"64159",64159,370165,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Ford","Front Seat, Left Side","Light Pickup","2014","Deployment- Unknown Location","Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)","Under the Influence of Alcohol, Drugs or Medication","Not Reported","North Carolina","MECKLENBURG (119)","CHARLOTTE","February",2020,"Monday","10:00am-10:59am","Local Street - Municipality","Urban","Not Reported",35.29103,-80.90334,"T-Intersection","Clear",1,1
"64160",64160,370165,2,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Black or African American","Honda","Front Seat, Left Side","4-door sedan, hardtop","2002","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","MECKLENBURG (119)","CHARLOTTE","February",2020,"Monday","10:00am-10:59am","Local Street - Municipality","Urban","Not Reported",35.29103,-80.90334,"T-Intersection","Clear",1,1
"64161",64161,370166,1,2,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Freightliner","Front Seat, Right Side","Truck-tractor (Cab only, or with any number of trailing unit; any weight)","2018","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","MECKLENBURG (119)","CHARLOTTE","February",2020,"Saturday","1:00am-1:59am","Interstate","Urban","State Highway Agency",35.16415,-80.88949,"Not an Intersection","Clear",1,1
"64162",64162,370166,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Freightliner","Front Seat, Left Side","Truck-tractor (Cab only, or with any number of trailing unit; any weight)","2018","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","MECKLENBURG (119)","CHARLOTTE","February",2020,"Saturday","1:00am-1:59am","Interstate","Urban","State Highway Agency",35.16415,-80.88949,"Not an Intersection","Clear",1,1
"64163",64163,370166,2,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Unknown","BMW","Front Seat, Left Side","4-door sedan, hardtop","2009","Deployment- Unknown Location","None","Under the Influence of Alcohol, Drugs or Medication","Not Reported","North Carolina","MECKLENBURG (119)","CHARLOTTE","February",2020,"Saturday","1:00am-1:59am","Interstate","Urban","State Highway Agency",35.16415,-80.88949,"Not an Intersection","Clear",1,1
"64164",64164,370166,2,2,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","BMW","Front Seat, Right Side","4-door sedan, hardtop","2009","Deployment- Unknown Location","None","Under the Influence of Alcohol, Drugs or Medication","Not Reported","North Carolina","MECKLENBURG (119)","CHARLOTTE","February",2020,"Saturday","1:00am-1:59am","Interstate","Urban","State Highway Agency",35.16415,-80.88949,"Not an Intersection","Clear",1,1
"64165",64165,370167,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Toyota","Front Seat, Left Side","4-door sedan, hardtop","2008","Not Deployed","Hit-and-run, fail to stop after crash","Reported as Unknown if Impaired","Not Reported","North Carolina","MECKLENBURG (119)","CHARLOTTE","February",2020,"Monday","11:00pm-11:59pm","Other","Urban","State Highway Agency",35.22586,-80.68233,"Not an Intersection","Clear",1,0
"64166",64166,370168,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Black or African American","Toyota","Front Seat, Left Side","Light Pickup","2000","Deployment- Unknown Location","None","None/Apparently Normal","Not Reported","North Carolina","MECKLENBURG (119)","CHARLOTTE","February",2020,"Friday","11:00pm-11:59pm","Interstate","Urban","State Highway Agency",35.22496,-80.97098,"Not an Intersection","Clear",1,1
"64167",64167,370168,2,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Toyota","Front Seat, Left Side","4-door sedan, hardtop","2006","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","MECKLENBURG (119)","CHARLOTTE","February",2020,"Friday","11:00pm-11:59pm","Interstate","Urban","State Highway Agency",35.22496,-80.97098,"Not an Intersection","Clear",1,1
"64168",64168,370169,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","International Harvester/Navistar","Front Seat, Left Side","Truck-tractor (Cab only, or with any number of trailing unit; any weight)","2007","Not Deployed","None","None/Apparently Normal","Inattention (Inattentive), Details Unknown","North Carolina","MONTGOMERY (123)","NOT APPLICABLE","February",2020,"Tuesday","6:00am-6:59am","Interstate","Rural","State Highway Agency",35.33195,-79.74849,"Not an Intersection","Rain",1,0
"64169",64169,370169,2,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Chevrolet","Front Seat, Left Side","4-door sedan, hardtop","2009","Deployment- Unknown Location","None","None/Apparently Normal","Not Reported","North Carolina","MONTGOMERY (123)","NOT APPLICABLE","February",2020,"Tuesday","6:00am-6:59am","Interstate","Rural","State Highway Agency",35.33195,-79.74849,"Not an Intersection","Rain",1,0
"64170",64170,370169,3,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Mack","Front Seat, Left Side","Truck-tractor (Cab only, or with any number of trailing unit; any weight)","2018","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","MONTGOMERY (123)","NOT APPLICABLE","February",2020,"Tuesday","6:00am-6:59am","Interstate","Rural","State Highway Agency",35.33195,-79.74849,"Not an Intersection","Rain",1,0
"64171",64171,370169,4,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","White","Chevrolet","Front Seat, Left Side","4-door sedan, hardtop","2017","Not Reported","None","None/Apparently Normal","Not Reported","North Carolina","MONTGOMERY (123)","NOT APPLICABLE","February",2020,"Tuesday","6:00am-6:59am","Interstate","Rural","State Highway Agency",35.33195,-79.74849,"Not an Intersection","Rain",1,0
"64172",64172,370170,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Toyota","Front Seat, Left Side","4-door sedan, hardtop","2005","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","MOORE (125)","SOUTHERN PINES","February",2020,"Monday","10:00pm-10:59pm","U.S. Highway","Urban","State Highway Agency",35.16469,-79.42204,"Not an Intersection","Rain",1,0
"64173",64173,370171,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Kenworth","Front Seat, Left Side","Truck-tractor (Cab only, or with any number of trailing unit; any weight)","1996","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","NASH (127)","NOT APPLICABLE","February",2020,"Thursday","12:00pm-12:59pm","Other","Urban","State Highway Agency",36.04544,-77.9466,"Not an Intersection","Rain",1,0
"64174",64174,370171,2,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Black or African American","Honda","Front Seat, Left Side","4-door sedan, hardtop","2000","Deployment- Unknown Location","None","None/Apparently Normal","Not Reported","North Carolina","NASH (127)","NOT APPLICABLE","February",2020,"Thursday","12:00pm-12:59pm","Other","Urban","State Highway Agency",36.04544,-77.9466,"Not an Intersection","Rain",1,0
"64175",64175,370171,3,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Chrysler","Front Seat, Left Side","Station Wagon (excluding van and truck based)","2004","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","NASH (127)","NOT APPLICABLE","February",2020,"Thursday","12:00pm-12:59pm","Other","Urban","State Highway Agency",36.04544,-77.9466,"Not an Intersection","Rain",1,0
"64176",64176,370172,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Unknown","Ford","Front Seat, Left Side","Light Pickup","2011","Deployed- Combination","None","Reported as Unknown if Impaired","Not Reported","North Carolina","NEW HANOVER (129)","WILMINGTON","February",2020,"Saturday","8:00am-8:59am","Local Street - Municipality","Urban","Not Reported",34.22351,-77.89674,"T-Intersection","Clear",1,0
